,rbo,time,coefs,Wrs,Wspems,Wcardals
0,-1.9163338453661036,6.772914886474609,-3.94961996785565,92.9291417302714,9.961493022127133,94.53015334790796
1,-1.9163338453661036,6.702404499053955,-14.437091954055488,42.69043602110737,84.28548878354572,81.80333057558384
2,-1.9163338453661036,7.071309328079224,-15.856861462065112,1.809635820147515,59.058537904793376,43.553154053093344
3,-1.9163338453661036,6.586001873016357,-6.053392091265293,84.88330256044101,80.48784485542389,99.83548770992695
4,-1.9163338453661036,6.942309379577637,-3.0538080264438108,24.882826820560602,2.4776260518492093,40.73004472966659
5,-1.9163338453661036,6.880921840667725,-15.008142084227973,58.02481665713005,89.74333267292596,41.8892426518415
6,-1.9293394777265749,7.1030497550964355,-18.702998925634937,81.62457398541372,97.33323532391694,95.37789789257866
7,-1.9163338453661036,6.894248723983765,-14.590268161765469,73.62608014758756,83.85085908076249,31.658441102995283
8,-1.9163338453661036,6.484116077423096,-6.573109840824172,66.81546023700152,28.77976092729607,18.710434243329278
9,-1.9163338453661036,7.018648386001587,-4.662339246968891,95.27537366158333,89.66816259110381,1.1526315879168525
10,-1.9163338453661036,6.791560173034668,-11.465159144698308,80.52882554318364,97.916100621838,44.12387164531593
11,-1.9163338453661036,5.881709575653076,-19.921548723676462,33.197109064231654,83.82055695407932,45.14483492772493
12,-1.9163338453661036,6.046138286590576,-15.148009111084896,2.9564740126206024,21.572444970971063,52.06856333138149
13,-1.9163338453661036,6.867106676101685,-4.4892743191277376,44.41674377121183,50.610669416535636,25.595339279506433
14,-1.9163338453661036,6.486666679382324,-17.158557672084523,81.3816439920507,2.0748934365782103,67.20806025731791
15,-1.9163338453661036,6.995678186416626,-16.51482801193837,39.65660902728999,75.84028159707579,24.544267313185948
16,-1.9163338453661036,6.377103090286255,-19.19126410238697,88.11150867914505,32.008514910738555,42.05974127334304
17,-1.9293394777265749,5.54021954536438,-18.695073610961316,94.18441013255288,88.47605119887776,87.36172045979286
18,-1.9293394777265749,6.695972204208374,-19.50622831668513,87.62780401665249,82.47419157700975,86.30697463650523
19,-1.9163338453661036,6.218916177749634,-5.630294375094259,72.76448018535098,93.67956851643142,1.623277738115958
20,-1.9163338453661036,6.8207409381866455,-17.02881842093101,36.60266251190525,34.06353447219676,12.05241030781643
21,-1.9163338453661036,4.600514888763428,-8.31303118498452,65.77465844009774,51.75209486562324,66.2227407428941
22,-1.9163338453661036,3.816657543182373,-18.145124214148915,21.728083986877788,93.66288747695951,80.49731940035949
23,-1.9163338453661036,6.3838958740234375,-14.628935878813776,83.43923273733485,56.859034923602856,24.858238970139524
24,-1.9163338453661036,6.990716934204102,-15.269022965242671,42.39126630533238,18.57173807115216,26.21919374247543
25,-1.9163338453661036,7.086552858352661,-3.9490770493293326,90.198324893813,7.9465198407349575,45.66189598669135
26,-1.9163338453661036,6.6645424365997314,-14.265868503638144,1.9291278989502592,68.75195275601766,68.33130074141258
27,-1.9163338453661036,6.6666693687438965,-10.613152606780766,32.78369850634232,6.357574166648028,74.63862278717382
28,-1.9163338453661036,6.938741683959961,-13.159427505861352,65.0539734904164,99.97941909292543,83.78018829799439
