,rbo,time,coefs,Wrs,Wspems,Wcardals
0,-1.981236177394948,8.370537042617798,-14.74842686106976,60.4117804020882,38.28080591578541,89.538588428821
1,-1.981236177394948,11.189763069152832,-14.437091954055488,42.69043602110737,84.28548878354572,81.80333057558384
2,-1.981236177394948,10.17064380645752,-11.857233434455768,87.16297996366762,46.47224159360826,83.83658547788876
3,-1.981236177394948,7.604310035705566,-17.60968328158424,35.027120734485415,91.97379807712738,96.07664734451006
4,-1.981236177394948,7.975759267807007,-14.993533681546282,96.42097566160447,78.08851846280236,16.63246137196387
5,-1.981236177394948,10.95654582977295,-15.008142084227973,58.02481665713005,89.74333267292596,41.8892426518415
6,-1.981236177394948,11.185641527175903,-13.677610655952304,66.50816241420333,73.8402441015417,58.82017770788354
7,-1.981236177394948,10.177314519882202,-14.590268161765469,73.62608014758756,83.85085908076249,31.658441102995283
8,-1.981236177394948,9.806163549423218,-19.8092648894292,30.11878083654256,92.04871188372718,26.26142180446358
9,-1.981236177394948,10.407299518585205,-17.918807519798303,70.45737172836195,54.007408078621566,67.61400818139303
10,-1.981236177394948,10.820385456085205,-11.465159144698308,80.52882554318364,97.916100621838,44.12387164531593
11,-1.981236177394948,10.546176195144653,-19.921548723676462,33.197109064231654,83.82055695407932,45.14483492772493
12,-1.981236177394948,11.208130121231079,-15.475997759446534,91.1025312830907,59.808731745244216,25.015872220213897
13,-1.981236177394948,10.17231798171997,-19.49696596505524,14.279886690811061,92.53006741749734,47.0399929220913
14,-1.981236177394948,11.39105749130249,-16.382197815985215,22.031406984411962,78.55826878141747,73.36806308500962
15,-1.981236177394948,10.339604139328003,-18.51606013895058,23.488444520062746,77.35331167418869,90.22151540254663
16,-1.981236177394948,10.890873670578003,-19.19126410238697,88.11150867914505,32.008514910738555,42.05974127334304
17,-1.981236177394948,11.253732681274414,-19.836508211074083,56.858108189280024,72.36890661029202,38.30118824987324
18,-1.981236177394948,11.021206617355347,-15.037399165805923,78.61775563450254,51.195604643250405,83.09305574875995
19,-1.981236177394948,9.823838949203491,-15.083214268564618,74.71868070268448,77.74135601794165,88.09419204310186
20,-1.981236177394948,9.356395483016968,-11.92606198390175,75.04242255351292,89.61768162502534,97.90679995575177
21,-1.981236177394948,10.924209833145142,-14.352528634949099,53.67829916339966,60.32158565616197,98.94057680301243
22,-1.981236177394948,8.352261304855347,-18.145124214148915,21.728083986877788,93.66288747695951,80.49731940035949
23,-1.981236177394948,10.700265169143677,-16.492721527057665,98.35321958202987,23.20172715280583,89.8685133602342
24,-1.981236177394948,9.186687707901001,-19.10418153053393,63.791411581989315,68.73284253305508,29.712872362132032
25,-1.981236177394948,10.82580280303955,-18.423579781773782,85.77318496670826,89.17083909955306,12.256361224656576
26,-1.981236177394948,8.322427749633789,-15.95069340962267,70.26681875838543,56.92255212116643,79.36884473973376
27,-1.981236177394948,9.960132837295532,-19.409997156057926,42.95180481734958,54.34836578212362,76.0154430659273
28,-1.981236177394948,7.1956329345703125,-13.159427505861352,65.0539734904164,99.97941909292543,83.78018829799439
29,-1.981236177394948,8.669033765792847,-16.68346262458887,76.03151258395087,47.75896508861823,40.71616214133539
30,-1.981236177394948,9.04367208480835,-17.453539871901384,93.94130890181735,54.90451162537971,83.17788592272414
31,-1.981236177394948,9.21019983291626,-19.64590810822144,83.33091055478542,58.127739972541406,4.504924616960103
32,-1.981236177394948,10.415499925613403,-14.206452699306894,76.09714997119036,91.06412361657696,30.89885865600104
33,-1.981236177394948,9.820297718048096,-15.90710802760996,87.45871077625618,72.7828769286661,87.44298987423807
34,-1.981236177394948,9.371593475341797,-19.248407982545793,57.00079142101947,20.75493284335653,77.87175264015093
35,-1.981236177394948,6.224938869476318,-11.975647766192044,94.67983862086568,69.72137297627324,76.2896810074489
36,-1.981236177394948,10.12274694442749,-15.846063031633083,57.34500848586189,97.90812928656491,27.01225969201576
37,-1.981236177394948,9.387514591217041,-13.798754349914004,67.71912032194692,98.17901862112869,73.91352717926637
38,-1.981236177394948,9.132476091384888,-11.377833069313603,96.28761705984377,94.08563554845018,35.0943081537295
