,rbo,time,coefs,Wrs,Wspems,Wcardals
0,-1.501478494623656,5.563105821609497,1.9525401570929901,67.78487551425505,31.186470240590317,90.65648436712569
1,-1.501478494623656,5.0434160232543945,8.60757465489678,27.008097239484563,69.6373854466578,77.4069927965369
2,-1.501478494623656,6.941143035888672,4.110535042865756,73.52205027203826,37.78140641085516,33.3211837513439
3,-1.501478494623656,5.882035255432129,1.7953273198758737,96.21923262629265,17.968571719187885,8.119327984899796
4,-1.501478494623656,6.091170072555542,-3.0538080264438108,24.882826820560602,2.4776260518492093,40.73004472966659
5,-1.501478494623656,6.93691611289978,5.835764522666246,57.61997186843951,6.734290650010225,23.231091875672565
6,-1.501478494623656,6.959517955780029,-2.4965115494923005,59.20827270787118,67.94248342212174,13.257438599450717
7,-1.501478494623656,6.112487554550171,15.670920031283188,57.229468060029426,45.37514748715897,5.352183906864657
8,-1.501478494623656,5.553894996643066,18.546510420041173,22.315932447735424,53.66255531876113,72.56218047741578
9,-1.501478494623656,6.121918201446533,-4.662339246968891,95.27537366158333,89.66816259110381,1.1526315879168525
10,-1.501478494623656,5.743232250213623,11.669001523306584,44.71806660797655,99.03399135019647,77.0603690427926
11,-1.501478494623656,6.254413604736328,1.1557967901161774,84.64240316038807,21.69752947000341,14.703195073583501
12,-1.501478494623656,6.956683397293091,2.7217824437572915,69.95093273899725,66.31118952797908,7.961413037849707
13,-1.6200716845878136,6.914593458175659,4.149601771278425,0.04767586417818137,2.9577653264387216,89.33393745088017
14,-1.501478494623656,5.0630598068237305,-17.158557672084523,81.3816439920507,2.0748934365782103,67.20806025731791
15,-1.501478494623656,6.622939109802246,-16.51482801193837,39.65660902728999,75.84028159707579,24.544267313185948
16,-1.501478494623656,6.7887163162231445,-19.19126410238697,88.11150867914505,32.008514910738555,42.05974127334304
17,-1.501478494623656,6.019094705581665,13.30479382191752,58.13147453485951,38.35255477824808,55.74130544447845
18,-1.501478494623656,6.708768367767334,11.126270037994018,88.17471883186673,58.83582818422503,86.05651187114108
19,-1.501478494623656,6.130499839782715,14.800485929872764,69.2562336918758,83.10653503906669,72.70715582850572
20,-1.501478494623656,6.989020347595215,19.144733689310563,72.52817543916586,62.90189454067895,27.040087244819077
21,-1.501478494623656,7.061396598815918,11.966342568668942,50.137424948850956,87.26633903818505,13.156965101119848
22,-1.501478494623656,6.090428829193115,-1.5408255098827262,95.60880263597515,27.361468061215422,5.546878298915582
23,-1.501478494623656,6.329779624938965,11.221167051458217,64.40258002097144,79.80670292291724,30.166847461749438
24,-1.501478494623656,5.328639268875122,-15.269022965242671,42.39126630533238,18.57173807115216,26.21919374247543
25,-1.501478494623656,4.727246284484863,5.596840853100954,60.64325748065115,95.27963778062474,45.61949527437996
26,-1.501478494623656,6.846836090087891,-14.265868503638144,1.9291278989502592,68.75195275601766,68.33130074141258
27,-1.501478494623656,6.540526628494263,17.786756681983356,30.164465919288187,21.55861263458471,69.56558830942933
28,-1.501478494623656,5.932562589645386,0.8739328700028679,66.02075201389358,94.73758534298753,28.359049469750843
29,-1.501478494623656,4.713159561157227,-3.4135224003790583,29.0148599449723,73.08827211894808,37.99889632045304
30,-1.501478494623656,5.3380491733551025,-9.41777551581492,61.80536274559416,25.401624843076632,18.123284664072937
31,-1.501478494623656,6.979766845703125,10.969347577368666,42.88258240756715,21.33906461697452,78.85666577552881
32,-1.501478494623656,6.33806848526001,-1.753986711338058,13.556051681602797,51.824889385927015,5.694239162559697
33,-1.501478494623656,6.213075637817383,2.7373579547459386,29.835249772343516,2.5760151782726117,69.70275420008149
34,-1.501478494623656,5.104033708572388,-19.248407982545793,57.00079142101947,20.75493284335653,77.87175264015093
35,-1.501478494623656,6.386554718017578,4.705419883035084,59.091367397204834,42.474300020463104,77.74298210925683
36,-1.501478494623656,6.381778955459595,4.483828908896857,57.43678163246938,37.42325633361921,25.94966220889204
37,-1.501478494623656,6.539059638977051,4.677359874990277,65.32354997751479,46.362906682237416,37.38757566187682
38,-1.501478494623656,6.8827149868011475,17.74992314058497,65.21380596746887,27.770094342410243,58.76408752328693
39,-1.501478494623656,5.367480993270874,7.272811964139336,43.14752935904305,58.68256680235229,27.28946202342246
40,-1.501478494623656,5.021389484405518,-5.61968397704856,89.6556941191478,86.38692203626391,37.09157139379669
41,-1.501478494623656,5.952352523803711,-2.518721848026342,36.76251138608917,11.762010277643688,19.71345747576211
