,rbo,time,coefs,Afps,Afns
0,-1.8564020720702747,38.820727825164795,-6.108158443560116,3.6026978845507998,18.12685342605115
1,-1.8564020720702747,39.6018226146698,-1.6135416125446156,3.613021404682662,17.485452696052388
2,-1.8564020720702747,40.213218450546265,-1.07962573369403,10.926651305160593,8.940450403126803
3,-1.8564020720702747,42.52163577079773,-3.12715031843594,46.816209514045795,96.16245064162126
4,-1.8564020720702747,36.261457443237305,-2.332008682433866,2.140212981699179,74.6881469292488
5,-1.8564020720702747,42.2311475276947,-1.2561147516484077,30.52581838227597,98.34356348367528
6,-1.8564020720702747,40.44146251678467,-1.5076354834161219,11.741321693200183,11.293749689786935
7,-1.8564020720702747,38.62281942367554,-2.762518941210812,64.72286955581134,7.610705661423127
8,-1.8564020720702747,40.66596722602844,-0.7113814175844254,22.315932447735424,53.66255531876113
9,-1.8564020720702747,38.97614002227783,-2.221915825055791,11.062037856191111,23.21085665397066
10,-1.8564020720702747,40.57303023338318,-2.614379662970677,69.31093739388152,15.654513247343548
11,-1.8564020720702747,37.672067165374756,-2.6965467950939566,63.84114937314315,45.10728441527892
12,-1.8564020720702747,38.675535440444946,-1.4416377880547122,38.09427322887947,67.65690411726095
13,-1.8564020720702747,41.492268562316895,-2.7379779801522997,62.67204056148221,77.3855328769285
14,-1.8564020720702747,37.96958875656128,-4.122362874015549,2.7606752929518414,4.5983695294510625
15,-1.8564020720702747,40.91450071334839,-5.938453388031261,0.170468838511867,78.75481791631431
16,-1.8564020720702747,38.831515073776245,-0.1885999354614789,2.301229183233616,66.17379114537218
17,-1.8564020720702747,39.51222062110901,-0.7581383218725115,19.11820904951056,28.42436400646113
18,-1.8564020720702747,43.533053159713745,-9.328993679195204,0.2152015228786297,10.249230679574005
19,-1.8564020720702747,51.088539361953735,-2.6084571565460877,69.2562336918758,83.10653503906669
20,-1.8564020720702747,45.81554841995239,-3.489413712197182,33.25029723106567,70.44988935240647
21,-1.8564020720702747,40.31131148338318,-0.6064488121260156,13.219790774170566,90.94637235174363
22,-1.8564020720702747,43.665332555770874,-1.877339508808685,14.037526897070466,87.1802406155986
23,-1.8564020720702747,39.265321493148804,-1.0643212905504091,6.64787433050563,94.89389025032096
24,-1.8564020720702747,43.6022527217865,-8.028782615568707,0.5526854040446969,69.38292113495791
25,-1.8564020720702747,42.87383246421814,-2.2322304500402375,0.42118887351323386,57.16338821297596
26,-1.8564020720702747,37.97991895675659,-2.597209912482203,70.60060048179086,72.73038338115737
27,-1.8564020720702747,36.66130805015564,-2.818569188478687,6.571830537103679,53.56722578556523
28,-1.8564020720702747,36.60418653488159,-1.7272850647863045,6.483333476696113,8.94481484715548
29,-1.8564020720702747,39.83209180831909,-3.7002425772546452,5.304240426343835,52.45833044018592
30,-1.8564020720702747,34.7023766040802,-2.7431819776453494,3.2719897409994476,94.18499169153964
31,-1.8564020720702747,38.682209491729736,-3.4471643514842505,32.63389897074543,74.70917637526438
32,-1.8564020720702747,45.3387086391449,-4.736550622513284,10.615715907937563,49.80100623168953
33,-1.8564020720702747,50.07412075996399,-1.596065310916234,55.63449288236866,91.93241405246803
34,-1.8564020720702747,38.27339243888855,-3.045676859893927,50.382983301622104,27.023449950748123
35,-1.8564020720702747,43.12446928024292,-1.9504052493881776,42.03019346220012,39.51914922676703
36,-1.8564020720702747,51.571205139160156,-3.7481355284762996,0.6943428622241106,56.05299695763646
37,-1.8564020720702747,47.53361415863037,-0.43263046214208956,6.343869062642346,16.059592819977933
38,-1.8564020720702747,41.75333642959595,-2.7877326518967003,62.77428930510071,68.15754960507358
39,-1.8564020720702747,39.474753618240356,-3.059640498659059,46.81228035908191,27.174688187515148
40,-1.8564020720702747,40.501012086868286,-1.820278400981433,1.712561528450767,12.11540109748479
41,-1.8564020720702747,47.594279766082764,-1.5867674239251919,0.6692407995922368,58.10729318489325
42,-1.8564020720702747,52.258461713790894,-2.7693025543289096,1.3373043926642936,74.71310302665547
43,-1.8564020720702747,40.33926820755005,-7.9091302775515295,0.139972513428976,73.20300733196883
44,-1.8564020720702747,35.7161226272583,-3.101782684212509,47.608087850469744,17.098773342783986
45,-1.8564020720702747,37.232534885406494,-1.5085393715115494,59.42790966121894,16.413490816054022
46,-1.8564020720702747,35.80389857292175,-1.5123209077177435,2.6115171306332248,30.474105608493083
47,-1.8564020720702747,43.96882438659668,-1.502467593646415,19.40412149125267,80.93651073349628
48,-1.8564020720702747,52.32159996032715,-2.7708091933162713,8.859496696142644,71.20878486751685
49,-1.8564020720702747,46.116345167160034,-5.05515812679021,8.86809568255396,6.892405046571987
50,-1.8564020720702747,38.714863300323486,-1.7520825999514082,2.5778905213326766,66.73231306809531
51,-1.8564020720702747,36.396206855773926,-3.5856970959231464,30.203029544767446,56.63252739474723
52,-1.8564020720702747,42.481144189834595,-0.34240697719606883,16.25766853829072,76.53487212815845
53,-1.8564020720702747,46.825634241104126,-5.669908269206859,0.04408283861136339,71.09109128445688
54,-1.8564020720702747,50.78806948661804,-4.128863188802294,5.857497964625128,89.95951621178737
55,-1.8564020720702747,38.83400082588196,-3.4061733720527316,37.08326290437793,4.819886605795503
56,-1.8564020720702747,39.49581503868103,-3.7721024252242343,27.558607673117706,67.49773104928872
57,-1.8564020720702747,40.67100119590759,-1.6548703157109657,2.3133196517863683,83.95504913541534
58,-1.8564020720702747,43.89176273345947,-0.4828712518618872,3.195457260809526,41.76153410031379
59,-1.8564020720702747,40.593193769454956,-2.5257254051997977,15.498782313465195,27.850011434368845
60,-1.8564020720702747,45.14261221885681,-2.4285274512655253,12.038990317682277,18.734440972957252
61,-1.8564020720702747,44.14748740196228,-3.4683866783766932,35.37212995165662,14.900459518291358
62,-1.8564020720702747,40.68215036392212,-3.377089316313892,0.5918900831811627,23.943647111853068
63,-1.8564020720702747,42.007627725601196,-2.093624944161517,36.53121294914979,85.5014437685088
64,-1.8564020720702747,41.7390820980072,-3.7627943288001333,5.107219038446795,12.100887903923983
65,-1.8564020720702747,48.76207089424133,-4.990707866242923,0.910089285807274,28.187985718577764
66,-1.8564020720702747,51.67356634140015,-3.5883453353397776,1.181291277658347,28.18019327433737
67,-1.8564020720702747,51.01063084602356,-5.436145817839053,0.7844332270993419,55.34060513590775
68,-1.8564020720702747,50.405749559402466,-1.4782187463709633,2.644088326830325,44.76606566916249
69,-1.8564020720702747,52.67468547821045,-4.004155215390952,20.823327126097126,82.24025477511725
70,-1.8564020720702747,51.33393859863281,-1.1614231350126438,3.6485210588284405,60.48358476404982
71,-1.8564020720702747,50.68623328208923,-0.2895499808766644,9.308094144421238,53.380569888024795
72,-1.8564020720702747,47.10557532310486,-3.6655696541621663,28.140092502477778,18.12745994579467
73,-1.8564020720702747,50.3142511844635,-2.929490173980857,52.71731739619574,68.68872959530914
74,-1.8564020720702747,50.55953884124756,-3.4624763494228716,34.95586702182601,75.97242976280239
75,-1.8564020720702747,45.67646861076355,-1.1218404509444984,34.9193381278957,96.13268356330121
76,-1.8564020720702747,37.59052753448486,-1.5856762007397163,55.08636943693509,31.307299388635812
77,-1.8564020720702747,41.30557632446289,-2.199746628541458,33.007097952375744,10.365323916353994
78,-1.8564020720702747,37.55100774765015,-2.058139994132574,5.966038727991176,10.337345587009953
79,-1.8564020720702747,38.098806381225586,-1.8979569383270238,41.86952994414416,84.28720092841671
80,-1.8564020720702747,42.723997354507446,-3.0862150598351397,4.262639851238117,60.98091681428325
81,-1.8564020720702747,41.96737742424011,-1.5259220746999667,59.2285742157722,61.00597144753561
82,-1.8564020720702747,43.7446186542511,-2.3373735967671987,17.10799834639191,94.82363895579361
83,-1.8564020720702747,38.90420889854431,-2.986414188108144,50.410157401828585,51.00709885706342
84,-1.8564020720702747,46.29048800468445,-0.5609498648520557,9.006563963055644,92.83488676141377
85,-1.8564020720702747,47.66727042198181,-3.3007307553327863,7.818892892684204,99.71135332528472
