,rbo,time,coefs,Afps,Afns
0,-1.5641833077316947,35.38601326942444,-9.029218056492779,67.78487551425505,31.186470240590317
1,-1.5641833077316947,37.67163133621216,-5.7033645662153365,27.008097239484563,69.6373854466578
2,-1.5641833077316947,36.05535435676575,-7.95076011232784,73.52205027203826,37.78140641085516
3,-1.6200716845878136,35.65320539474487,-4.841197341380297,1.618682608327009,96.76007688902166
4,-1.5641833077316947,36.76814937591553,-3.8567995548441303,5.110220809787293,62.719799539071204
5,-1.5641833077316947,36.80871772766113,-10.211198601832663,13.177411308627542,39.707396541095555
6,-1.5641833077316947,37.665443420410156,-11.252631646858777,59.20827270787118,67.94248342212174
7,-1.6200716845878136,37.5187463760376,-3.459357524138682,0.8274299135246479,45.985951526363635
8,-1.5641833077316947,37.79455327987671,-0.7363814175844254,22.315932447735424,53.66255531876113
9,-1.5641833077316947,37.207908153533936,-12.335004038672704,95.27537366158333,89.66816259110381
10,-1.5641833077316947,35.85164284706116,-4.173416488727536,44.71806660797655,99.03399135019647
11,-1.5641833077316947,37.38958668708801,-12.649424807093816,29.765561621370495,15.289235468634018
12,-1.6200716845878136,37.57937741279602,-19.189333571750247,1.4651148969568712,96.67046126987418
13,-1.6200716845878136,32.990952491760254,-0.011376371093867022,72.84926483435288,33.64170202313962
14,-1.5641833077316947,37.35643196105957,-8.397778675529281,46.272683776910554,19.97839578062125
15,-1.6200716845878136,37.49432826042175,-0.066097325250154,30.168336761558407,65.26561234400333
16,-1.5641833077316947,36.93714356422424,-19.59583423516789,88.11150867914505,32.008514910738555
17,-1.5641833077316947,37.58124899864197,-3.3559292874967213,58.13147453485951,38.35255477824808
18,-1.5641833077316947,37.21854090690613,-4.444646548512489,88.17471883186673,58.83582818422503
19,-1.5641833077316947,37.69049835205078,-2.6084571565460877,69.2562336918758,83.10653503906669
20,-1.6200716845878136,36.70780301094055,-16.771091485873338,1.1933698965696065,78.04669762590589
21,-1.6200716845878136,37.44695544242859,-17.04423692011965,1.3774446667619458,90.88718723527123
