,file,Quantile,Quantile_Probabilistique,Otsu,2sigma,ksigma,Ajust. 2sigma,Ajust. Quantile,POT
58,ETC_Qboard_results/ETC_nq15_iahead2_ncl3_thbounds1.parquet,0.279926896131587,0.2786585365853659,0.5922975377145656,0.3434516175003563,0.4485074626865672,0.5468873927780218,0.28071243720505407,0.2527626459143969
59,ETC_Qboard_results/ETC_nq15_iahead20_ncl10_thbounds0.parquet,0.84557535798908,0.8416026572555533,0.8127424584265852,0.8582466567607726,0.8498853736817973,0.8280983270740868,0.8439628482972135,0.8409681105224889
60,ETC_Qboard_results/ETC_nq20_iahead10_ncl3_thbounds1.parquet,0.8344113842173352,0.8345230369889681,0.7777609612303649,0.8344789151031023,0.8228521587440034,0.80324274521772,0.8347375243033053,0.8344014117209992
61,ETC_Qboard_results/ETC_nq30_iahead20_ncl5_thbounds1.parquet,0.8245811343250683,0.824837727592953,0.7771161927266037,0.8271341753359497,0.8115832289911197,0.7912802573733456,0.8245518367865027,0.8250257820556892
62,ETC_Qboard_results/ETC_nq50_iahead20_ncl20_thbounds1.parquet,0.7592544150789967,0.7593097422646231,0.7494320277373705,0.7622685852479903,0.7576663701822184,0.7527458212487054,0.7591990959556255,0.7595311316649404
63,ETC_Qboard_results/ETC_nq30_iahead10_ncl3_thbounds1.parquet,0.8049519959575543,0.8053612071145578,0.7687828128749442,0.8076857386848846,0.7941582150101419,0.7804764128911724,0.8050219076508258,0.8063314711359404
64,ETC_Qboard_results/ETC_nq50_iahead10_ncl3_thbounds1.parquet,0.7628497183027162,0.7628497183027162,0.7489201591185243,0.7651248681643351,0.7612291766154822,0.7553634699996107,0.7627124415197045,0.763008985085954
65,ETC_Qboard_results/ETC_nq8_iahead2_ncl5_thbounds1.parquet,0.09961685823754789,0.09961685823754789,0.5246832678025339,0.17368507291495985,0.3360022087244616,0.4758789860997547,0.08715515726585837,0.09405594405594404
66,ETC_Qboard_results/ETC_nq5_iahead2_ncl10_thbounds1.parquet,0.006999447412046418,0.004798818752307124,0.6199235112001457,0.035315315315315315,0.21775801257475846,0.0051660516605166054,0.0,0.005900792919048497
67,ETC_Qboard_results/ETC_nq3_iahead10_ncl3_thbounds0.parquet,0.15931914893617022,0.1590870379833078,0.5761471957437375,0.3364569388665774,0.47286226318484387,0.5726381461675579,0.17237308146399055,0.11649808161841646
